Airline ;Aircraft with seatmap ;Seat Pitch ;Seat Width ;Video Type ;Laptop Power ;Power Type ;Wi-Fi ;Seat Type 
Aegean Airlines;Airbus A319 (319);30;18;None;None;None;No;Standard
Aegean Airlines;Airbus A320 (320);30;18;Overhead TV;None;None;No;Standard
Aegean Airlines;Bombardier Q400 (DH4);30;17;None;None;None;No;Standard
Aegean Airlines;ATR 42-600 (ATR);30;17;None;None;None;No;Standard
Aer Lingus;Airbus A321 (321);31-32;17;None;None;None;No;Standard
Aer Lingus;Airbus A320 (320);31-32;17;None;None;None;No;Standard
Aeroflot;Airbus A321 (321) V1;30-32;18;None;None;None;No;Standard
Aeroflot;Airbus A321 (321) V2;30-32;18;None;All Seats;AC Power;No;Standard
Aeroflot;Airbus A321 (321) V3;30-32;18;Portable Device;None;None;No;Standard
Aeroflot;Boeing 737-800 (738);30-32;18;None;All Seats;AC Power;No;Standard
Aeroflot;Sukhoi Superjet 100-95B (SU9);30-32;18.3;None;None;None;No;Standard
Aeroflot;Airbus A320 (320) V1;30-32;18;None;None;None;No;Standard
Aeroflot;Airbus A320 (320) V2;30-32;18;None;None;None;No;Standard
Aerolineas Argentinas;Boeing 737-700 (737);32;17;None;None;None;No;Standard
Aerolineas Argentinas;Boeing 737-800 (738);32;17;None;None;None;Yes;Standard
Aeromexico;Boeing 737-700 (737);31;17;Overhead TV;None;None;No;Standard
Aeromexico;Boeing 737-800 (738) V1;34;17;On-Demand TV;None;None;No;Standard
Aeromexico;Boeing 737-800 (738) V1;31;17;On-Demand TV;None;None;No;Standard
Aeromexico;Boeing 737-800 (738) V2;34;17;On-Demand TV;None;None;Yes;Standard
Aeromexico;Boeing 737-800 (738) V2;31;17;On-Demand TV;None;None;Yes;Standard
Aeromexico;Embraer 170 (E70);31;17.3;None;None;None;No;Standard
Aeromexico;Embraer 190 (E90) V1;31;18.3;None;None;None;No;Standard
Aeromexico;Embraer 190 (E90) V2;31;18.3;None;None;None;No;Standard
Aeromexico;Boeing 737 MAX 8 (7M8);31;17;On-Demand TV;None;None;Yes;Standard
Aeromexico;Boeing 737 MAX 8 (7M8);34;17;On-Demand TV;None;None;Yes;Standard
Aeromexico;Boeing 737-700 (737);34;17;Overhead TV;None;None;No;Standard
Air Austral;Boeing 737-800 (738);31;16.9-17.3;Overhead TV;None;None;Yes;Standard
Air Austral;ATR 72-500 (AT7);30;17;None;None;None;No;Standard
Air Canada;Airbus A320 (320);31-33;17.8;On-Demand TV;Some Seats;AC Power;Yes;Standard
Air Canada;Airbus A321 (321) rouge;29;18;Portable Device;Some Seats;AC Power;No;Standard
Air Canada;Airbus A321 (321) rouge;34;18;Portable Device;Some Seats;AC Power;No;Standard
Air Canada;Airbus A321 (321) V1;31-32;17.8;On-Demand TV;All Seats;AC Power;No;Standard
Air Canada;Airbus A321 (321) V2;31-32;17.8;On-Demand TV;All Seats;AC Power;Yes;Standard
Air Canada;Beechcraft 1900D;30;20.2;None;None;None;No;Standard
Air Canada;Boeing 737 MAX 8 (7M8);30-34;18;On-Demand TV;All Seats;AC Power;No;Standard
Air Canada;Bombardier CRJ-100/200;31;17;None;None;None;No;Standard
Air Canada;Bombardier CRJ-705;34;17;On-Demand TV;None;None;No;Standard
Air Canada;Bombardier CRJ-900;31;17;On-Demand TV;None;None;No;Standard
Air Canada;Bombardier Q400;31;17;None;None;None;No;Standard
Air Canada;de Havilland Dash 8 (100);31;17;None;None;None;No;Standard
Air Canada;de Havilland Dash 8 (300);31;17;None;None;None;No;Standard
Air Canada;Embraer E-175;35;18;On-Demand TV;Some Seats;AC Power;Yes;Standard
Air Canada;Airbus A320 (320);35;17.8;On-Demand TV;Some Seats;AC Power;Yes;Standard
Air Canada;Embraer E-190;35;18;On-Demand TV;Some Seats;AC Power;No;Standard
Air Canada;Embraer E-190;31-33;18;On-Demand TV;Some Seats;AC Power;No;Standard
Air Canada;Airbus A319 (319) rouge;34;18;Portable Device;None;None;No;Standard
Air Canada;Airbus A319 (319) rouge;29;18;Portable Device;None;None;No;Standard
Air Canada;Airbus A319 (319);31;17.8;On-Demand TV;Some Seats;AC Power;Yes;Standard
Air Canada;Embraer E-175;32-34;18;On-Demand TV;Some Seats;AC Power;Yes;Standard
Air China;Airbus A321 (321) V2;31;17;Overhead TV;None;None;No;Standard
Air China;Boeing 737-700 (737);30-31;18.0;Overhead TV;None;None;No;Standard
Air China;Boeing 737-800 (738) V1;31;18.0;Overhead TV;None;None;No;Standard
Air China;Boeing 737-800 (738) V2;31;18.0;Overhead TV;None;None;No;Standard
Air China;Airbus A321 (321) V1;31;17.7;Overhead TV;None;None;No;Standard
Air China;Airbus A320 (320);30;18.0;Overhead TV;None;None;No;Standard
Air China;Airbus A319 (319);30;17.7;Overhead TV;None;None;No;Standard
Air Europa;Boeing 737-800 (738);31;17;Overhead TV;None;None;No;Standard
Air Europa;Embraer 195 (E95);30;18;Overhead TV;None;None;No;Standard
Air France;Airbus A320 (320) Caribbean;34;18;None;All Seats;AC Power;No;Standard
Air France;Airbus A320 (320) Caribbean;32;18;None;None;None;No;Standard
Air France;Airbus A320 (320) V1;32;18;Overhead TV;None;None;No;Standard
Air France;Airbus A318 (318);32;18;None;None;None;No;Standard
Air France;Airbus A320 (320) V3;32;18;None;None;None;No;Standard
Air France;Airbus A321 (321) V1;32;18;Overhead TV;None;None;No;Standard
Air France;Airbus A321 (321) V2;32;18;None;None;None;No;Standard
Air France;ATR 42-500 (AT5) V1;31;17;None;None;None;No;Standard
Air France;ATR 72-500 (AT7) V2;31;17;None;None;None;No;Standard
Air France;ATR 72-600 (ATR);31;17;None;None;None;No;Standard
Air France;Bombardier CRJ-1000;32;17;None;None;None;No;Standard
Air France;Bombardier CRJ-700;32;17;None;None;None;No;Standard
Air France;Embraer E-170;31;17.3;None;None;None;No;Standard
Air France;Embraer E-190;31;17.3;None;None;None;No;Standard
Air France;Embraer ERJ-145;31;17.3;None;None;None;No;Standard
Air France;RJ-85 Avroliner (AR8);31;18;None;None;None;No;Standard
Air France;Airbus A319 (319) V1;32;18;None;None;None;No;Standard
Air France;Airbus A319 (319) V2;32;18;None;None;None;No;Standard
Air France;Airbus A320 (320) V2;32;18;Overhead TV;None;None;No;Standard
Air India;Airbus A320 (320) V1;30-32;17;Seatback TV;None;None;No;Standard
Air India;Airbus A321 (321);31-32;17-18;Seatback TV;None;None;No;Standard
Air India;Airbus A319 (319) V1;31-32;17.4;Seatback TV;None;None;No;Standard
Air India;Airbus A319 (319) V2;29-30;17.8;Seatback TV;None;None;No;Standard
Air India;Airbus A320 (320) V2;31-32;17-18;Seatback TV;None;None;No;Standard
Air India Express;Boeing 737-800 (738);29-30;17;None;None;None;No;Standard
Air Italy;Boeing 737 MAX 8 (7M8);30-32;17;None;All Seats;AC Power;No;Standard
Air New Zealand;Airbus A320 (320) Intl;30-34;17;On-Demand TV;None;None;No;Standard
Air New Zealand;Bombardier Q300;32;17.5;None;None;None;No;Standard
Air New Zealand;Airbus A320 (320) Domestic;30-33;17.7;None;None;None;No;Standard
Air New Zealand;ATR 72-500;31;17.0;None;None;None;No;Standard
Air Serbia;ATR 72-500 (AT7);31;17;None;None;None;No;Standard
Air Serbia;Airbus A319 (319);30;18;None;None;None;Yes;Standard
Air Serbia;Airbus A320 (320);30;18;None;None;None;Yes;Standard
Air Serbia;ATR 72-200 (ATR);31;17;None;None;None;No;Standard
Air Serbia;Boeing 737-300 (733);31;17;None;None;None;No;Standard
Air Transat;Boeing 737-800 V2 Domestic;32-33;16.5;Overhead TV;None;None;No;Standard
Air Transat;Boeing 737-800 V1 International;32-33;16.5;Overhead TV;None;None;No;Standard
Air Vanuatu;ATR 72-600 (AT7);30-31;17;None;None;None;No;Standard
AirAsia;Airbus A320 (320);29;18;None;None;None;No;Standard
Alaska Airlines;Boeing 737-800 (738) Slimline;31-32;17;None;All Seats;AC Power;Yes;Standard
Alaska Airlines;Boeing 737-800 (738) Slimline;35;17;Portable Device;All Seats;AC Power;Yes;Standard
Alaska Airlines;Boeing 737-900 (739) V1;32-35;17;None;All Seats;AC Power;Yes;Standard
Alaska Airlines;Boeing 737-900 (739) V2;35;17;None;All Seats;AC Power;Yes;Standard
Alaska Airlines;Boeing 737-900 (739) V2;31-32;17;None;All Seats;AC Power;Yes;Standard
Alaska Airlines;Boeing 737-400 (734);32-34;17.0;None;None;None;Yes;Standard
Alaska Airlines;Bombardier Q400;31;17;None;None;None;No;Standard
Alaska Airlines;Embraer 175 (E75);32;18.25;None;None;None;Yes;Standard
Alaska Airlines;Embraer 175 (E75);36;18.25;None;None;None;Yes;Standard
Alaska Airlines;Boeing 737-700 (737);32-36;17;None;None;None;Yes;Standard
Alaska Airlines;Bombardier CRJ-700;31;17.0;None;None;None;No;Standard
Alitalia;Airbus A319 (319) One Class;35;18;None;None;None;No;Standard
Alitalia;Airbus A320 (320) One Class;35;18;None;None;None;No;Standard
Alitalia;Airbus A320 (320) Two Class;30;18;None;None;None;No;Standard
Alitalia;Airbus A321 (321) One Class;30-34;18;None;None;None;No;Standard
Alitalia;Airbus A321 (321) One Class;34;18;None;None;None;No;Standard
Alitalia;Airbus A321 (321) Two Class;30-32;18;None;None;None;No;Standard
Alitalia;Embraer E-175;30;18;None;None;None;No;Standard
Alitalia;Embraer E-190;31-33;18;None;None;None;No;Standard
Alitalia;Airbus A319 (319) One Class;30-35;18;None;None;None;No;Standard
Alitalia;Airbus A320 (320) One Class;30-35;18;None;None;None;No;Standard
Allegiant;Airbus A320 (320);30;17;None;None;None;No;Standard
Allegiant;McDonnell Douglas MD-80 (M80);30;17;None;None;None;No;Standard
Allegiant;McDonnell Douglas MD-80 (M80);34;17;None;None;None;No;Standard
Allegiant;Airbus A319 (319);34;17;None;None;None;No;Standard
Allegiant;Airbus A320 (320);34;17;None;None;None;No;Standard
Allegiant;Airbus A319 (319);30;17;None;None;None;No;Standard
American Airlines;Airbus A320 (320);34-39;16.5 - 18;None;None;None;Yes;Standard
American Airlines;Airbus A320 (320);31-32;16.5 - 18;None;None;None;Yes;Standard
American Airlines;Airbus A321 (321) V2;34-35;18;Seatback TV;All Seats;AC Power;Yes;Standard
American Airlines;Airbus A321 (321) V2;31-32;18;Seatback TV;All Seats;AC Power;Yes;Standard
American Airlines;Airbus A321 (321) V3;34;17 - 18.1;None;None;None;Yes;Standard
American Airlines;Airbus A321 (321) V3;31-32;17 - 18.1;None;None;None;Yes;Standard
American Airlines;Airbus A321 (32B) Transcon;35;17.3 - 17.7;Seatback TV;All Seats;AC Power;Yes;Standard
American Airlines;Airbus A321 (32B) Transcon;31;17.3 - 17.7;Seatback TV;All Seats;AC Power;Yes;Standard
American Airlines;Boeing 737 MAX 8 (7M8);33;16.6-17.8;Portable Device;All Seats;AC Power;Yes;Standard
American Airlines;Boeing 737 MAX 8 (7M8);30;16.6-17.8;Portable Device;All Seats;AC Power;Yes;Standard
American Airlines;Boeing 737-800 (738) V1;34-40;17.1 - 17.3;Yes;All Seats;AC Power;Yes;Standard
American Airlines;Boeing 737-800 (738) V1;31;16.9 - 17.3;Yes;All Seats;AC Power;Yes;Standard
American Airlines;Boeing 737-800 (738) V2;33;16.6-17.8;Portable Device;All Seats;AC Power;Yes;Standard
American Airlines;Boeing 737-800 (738) V2;30;16.6-17.8;Portable Device;All Seats;AC Power;Yes;Standard
American Airlines;Bombardier CRJ-200 (CR2);31-32;16.75 - 17.2;None;None;None;No;Standard
American Airlines;Bombardier CRJ-700 (CR7) V1;33;17.3;None;None;None;Yes;Standard
American Airlines;Bombardier CRJ-700 (CR7) V1;31;17.3;None;None;None;Yes;Standard
American Airlines;Bombardier CRJ-700 (CR7) V2;34;17.25;None;None;None;Yes;Standard
American Airlines;Bombardier CRJ-700 (CR7) V2;31;17.25;None;None;None;Yes;Standard
American Airlines;Bombardier CRJ-900 (CR9) V1;31;16.85 - 17.17;None;None;None;Yes;Standard
American Airlines;Bombardier CRJ-900 (CR9) V1;35;16.85 - 17.17;None;None;None;Yes;Standard
American Airlines;Bombardier CRJ-900 (CR9) V2;34;17.2;None;None;None;Yes;Standard
American Airlines;Bombardier CRJ-900 (CR9) V2;31;17.2;None;None;None;Yes;Standard
American Airlines;Bombardier CRJ-900 (CR9) V3;34;16.55 - 17.33;None;None;None;Yes;Standard
American Airlines;Bombardier CRJ-900 (CR9) V3;31;16.55 - 17.33;None;None;None;Yes;Standard
American Airlines;de Havilland Dash 8 (DH3);33;17;None;None;None;No;Standard
American Airlines;de Havilland Dash 8 (DH3);32;17;None;None;None;No;Standard
American Airlines;Embraer ERJ-140 (ERD);31;17;None;None;None;No;Standard
American Airlines;Embraer ERJ-140 (ERD);33;17;None;None;None;No;Standard
American Airlines;Embraer ERJ-145 (ER4);31;17;None;None;None;No;Standard
American Airlines;Embraer ERJ-145 (ER4);33;17;None;None;None;No;Standard
American Airlines;Airbus A319 (319);34;15.9 - 17.3;Yes;All Seats;AC Power;Yes;Standard
American Airlines;Embraer ERJ-175 (E75);31-32;18.25;None;None;None;Yes;Standard
American Airlines;Embraer ERJ-175 (E75);34;18.25;None;None;None;Yes;Standard
American Airlines;Embraer ERJ-175 (E75) V1;30;18.2 - 19.3;None;None;None;Yes;Standard
American Airlines;Embraer ERJ-175 (E75) V1;34;18.2 - 19.3;None;None;None;Yes;Standard
American Airlines;Embraer ERJ-190 (E90);31;16.5;None;None;None;Yes;Standard
American Airlines;Embraer ERJ-190 (E90);34-36;16.5;None;None;None;Yes;Standard
American Airlines;McDonnell Douglas MD-80 (M80);31;17.4 - 17.8;None;None;None;Yes;Standard
American Airlines;McDonnell Douglas MD-80 (M80);34;17.4 - 17.8;None;All Seats;DC Power;Yes;Standard
American Airlines;Airbus A319 (319);31;15.9 - 17.3;Yes;All Seats;AC Power;Yes;Standard
American Airlines;Embraer ERJ-145 (ER4);31;17;None;None;None;No;Standard
ANA;Boeing 737-800 (738) V1;32;18;Overhead TV;None;None;No;Standard
ANA;Airbus A320 (320) V1;31-32;17.0;None;None;None;No;Standard
ANA;Boeing 737-800 (738) V2;32;18;Overhead TV;None;None;No;Standard
Asiana;Airbus A321-200 (321) V1;33;18;On-Demand TV;All Seats;AC Power;No;Standard
Asiana;Airbus A321-200 (321) V3;32;17.0;Overhead TV;None;None;No;Standard
Asiana;Airbus A321-100 (321);33;17.0;Overhead TV;None;None;No;Standard
Asiana;Airbus A321-200 (321) V2;33;17.0;Overhead TV;All Seats;AC Power;No;Standard
Asiana;Airbus A320-200 (320) V1;33;17.0;Overhead TV;None;None;No;Standard
AtlasGlobal;Airbus A319-100 (319);30;18;Overhead TV;None;None;No;Standard
AtlasGlobal;Airbus A320-200 (320);30;18;Overhead TV;None;None;No;Standard
AtlasGlobal;Airbus A321-200 (321) V1;30;18;Overhead TV;None;None;No;Standard
AtlasGlobal;Airbus A321-200 (321) V2;30;18;Overhead TV;None;None;No;Standard
Austrian;Airbus A320 (320);30;18;Overhead TV;None;None;No;Standard
Austrian;Airbus A321 (321);30;17.5;Overhead TV;None;None;No;Standard
Austrian;Airbus A319 (319);30;17.5;Overhead TV;None;None;No;Standard
Austrian;Embraer E-195 (E95) V1;31;17.3;None;None;None;No;Standard
Austrian;Airbus A320 (320);30;18;Overhead TV;None;None;No;Standard
Austrian;Bombardier Q400 (DH4);30;17;None;None;None;No;Standard
Avianca;Airbus A319 (319);31-33;17.8;On-Demand TV;All Seats;AC Power;No;Standard
Avianca;Airbus A320 (320);31-32;18.1;On-Demand TV;All Seats;AC Power;No;Standard
Avianca;Airbus A321 (321);31-32;17-18.5;On-Demand TV;All Seats;AC Power;No;Standard
Avianca;Embraer 190 (E90);30-31;17.5-18;On-Demand TV;None;None;No;Standard
Avianca;Airbus A318 (318);31-32;17-18;Overhead TV;None;None;No;Standard
Azerbaijan Hava Yollary;Airbus A319 (319);30-32;18;Overhead TV;None;None;No;Standard
Azerbaijan Hava Yollary;Airbus A320 (320);30-32;18;Overhead TV;None;None;No;Standard
Azerbaijan Hava Yollary;Embraer E-190 (E90);31;18;None;None;None;No;Standard
Azul;ATR 72-600 (AT7);31;17;None;None;None;No;Standard
Azul;Embraer E-190 (E90);34;18;Satellite TV;None;None;No;Standard
Azul;Embraer E-190 (E90);31;18;Satellite TV;None;None;No;Standard
Azul;Embraer E-195 (E95);34;18;Satellite TV;None;None;No;Standard
Azul;Embraer E-195 (E95);31;18;Satellite TV;None;None;No;Standard
Azul;Airbus A320neo (320);30-34;17;On-Demand TV;All Seats;AC Power;No;Standard
Bangkok Airways;Airbus A319 (319) Two Class;31;19.8;None;None;None;No;Standard
Bangkok Airways;Airbus A319 (319);31;19.8;None;None;None;No;Standard
Bangkok Airways;ATR 72-500 (ATR);31;18;None;None;None;No;Standard
Bangkok Airways;Airbus A320 (320);31;19.8;None;None;None;No;Standard
bmi regional;Embraer E-145 (ERJ);31-32;18.0;None;None;None;No;Standard
bmi regional;Embraer E-135 (ER3);31;18;None;None;None;No;Standard
British Airways;Airbus A319 (319) Domestic V3;29-30;17;None;None;None;No;Standard
British Airways;Airbus A319 (319) European;29;17;Overhead TV;None;None;No;Standard
British Airways;Airbus A320 (320) Domestic V1;31-34;17.5;None;None;None;No;Standard
British Airways;Airbus A320 (320) Domestic V2;31-34;17.5;None;None;None;No;Standard
British Airways;Airbus A320 (320) European;30;17;Overhead TV;None;None;No;Standard
British Airways;Airbus A321 (321) Domestic;31-34;17.0;Overhead TV;None;None;No;Standard
British Airways;Airbus A321 (321) European;30;17;Overhead TV;None;None;No;Standard
British Airways;Boeing 767-300 (763) Domestic;33;17.0;None;None;None;No;Standard
British Airways;Embraer E-170 European;30;18;None;None;None;No;Standard
British Airways;Embraer E-170 UK Domestic;31;18;None;None;None;No;Standard
British Airways;Embraer E-190 European;30;18;None;None;None;No;Standard
British Airways;Embraer E-190 UK Domestic;31;18;None;None;None;No;Standard
British Airways;Airbus A319 (319) Domestic V1;29-30;17.0;None;None;None;No;Standard
British Airways;Airbus A319 (319) Domestic V2;29-30;17.8;None;None;None;No;Standard
Brussels Airlines;Airbus A320 (320) V2;30;17.5;Overhead TV;None;None;No;Standard
Brussels Airlines;Airbus A319 (319);30-32.5;17.8;Overhead TV;None;None;No;Standard
Brussels Airlines;Airbus A320 (320) V1;30;17.5;Overhead TV;None;None;No;Standard
CEBU Pacific Air;Airbus A320 (320);29;17;None;None;None;No;Standard
CEBU Pacific Air;ATR 72-500;29;17;None;None;None;No;Standard
CEBU Pacific Air;Airbus A319 (319);29;17;None;None;None;No;Standard
China Airlines;Airbus A330-300 (333) V1;31-32;18.0;On-Demand TV;Some Seats;AC Power;No;Standard
China Airlines;Embraer E-190;32;18.0;None;None;None;No;Standard
China Airlines;Boeing 737-800 (738);32;17.0;None;None;None;No;Standard
China Eastern;Airbus A319 (319);32;17.7;Overhead TV;None;None;No;Standard
China Eastern;Boeing 737-800 (738) V1/V2;31;17;Overhead TV;None;None;No;Standard
China Eastern;Boeing 737-800 (738) V3;31;17;Overhead TV;None;None;No;Standard
China Eastern;Boeing 737-800 (738) V4;31;17;Overhead TV;None;None;No;Standard
China Eastern;Airbus A320 (320);31;17.7;Overhead TV;None;None;No;Standard
China Eastern;Airbus A321-200 (321);31;17.8;Overhead TV;None;None;No;Standard
China Eastern;Boeing 737-700 (737);31;17;Overhead TV;None;None;No;Standard
China Southern;Airbus A320 (320);36;19.5;Overhead TV;None;None;No;Standard
China Southern;Airbus A320 (320);30;19.5;Overhead TV;None;None;No;Standard
China Southern;Airbus A321 (321);35;18;Overhead TV;None;None;No;Standard
China Southern;Airbus A321 (321);31;18;Overhead TV;None;None;No;Standard
China Southern;Boeing 737-300 (733) V1;29;17.2;None;None;None;No;Standard
China Southern;Boeing 737-300 (733) V2;29;17.2;None;None;None;No;Standard
China Southern;Boeing 737-300 (733) V3;30;17.1;None;None;None;No;Standard
China Southern;Boeing 737-300 (733) V4;30;17.1;None;None;None;No;Standard
China Southern;Boeing 737-700 (737) V1;34-36;17.2;Overhead TV;None;None;No;Standard
China Southern;Boeing 737-700 (737) V1;29;17.2;Overhead TV;None;None;No;Standard
China Southern;Boeing 737-700 (737) V2;36;17.2;Overhead TV;None;None;No;Standard
China Southern;Boeing 737-700 (737) V2;30;17.2;Overhead TV;None;None;No;Standard
China Southern;Airbus A319 (319);36;19.5;Overhead TV;None;None;No;Standard
China Southern;Boeing 737-700 (737) V3;29;17.8;Overhead TV;None;None;No;Standard
China Southern;Boeing 737-800 (738) V1;34-36;17.2;Overhead TV;None;None;No;Standard
China Southern;Boeing 737-800 (738) V1;29;17.2;Overhead TV;None;None;No;Standard
China Southern;Boeing 737-800 (738) V2;35;17.2;Overhead TV;None;None;No;Standard
China Southern;Boeing 737-800 (738) V2;31;17.2;Overhead TV;None;None;No;Standard
