Airline ;Aircraft with seatmap ;Seat Pitch ;Seat Width ;Video Type ;Laptop Power ;Power Type ;Wi-Fi ;Seat Type 
Peach;Airbus A320 (320);29;17;None;None;None;No;Standard
Pegasus Airlines;Boeing 737-800 (738);29;17.3;Overhead TV;None;None;No;Standard
Pegasus Airlines;Airbus A320neo (320);30-31;18;None;None;None;No;Standard
Pegasus Airlines;Airbus A320 (320);31;17;Overhead TV;None;None;No;Standard
Philippine Airlines;Airbus A320 (320) V1;31;18;Overhead TV;None;None;No;Standard
Philippine Airlines;Airbus A321 (321);30;18;None;None;None;No;Standard
Philippine Airlines;Bombardier Q300 (DH3);32;17.0;None;None;None;No;Standard
Philippine Airlines;Bombardier Q400 (DH4);32;17.0;None;None;None;No;Standard
Philippine Airlines;Airbus A320 (320) V2;31;18;Overhead TV;None;None;No;Standard
Philippine Airlines;Airbus A321 (321);34;18;None;None;None;No;Standard
Porter;Bombardier Q400 (DH4);34;17;None;None;None;No;Standard
Porter;Bombardier Q400 (DH4);32;17;None;None;None;No;Standard
Qantas;Boeing 737-800 (738) V1;30;17.2;Overhead TV;All Seats;AC Power;No;Standard
Qantas;Boeing 737-800 (738) V2;30;17.2;On-Demand TV;None;None;No;Standard
Qantas;Boeing 747-400 (744) Three Class V1;31;17.5;Seatback TV;None;None;No;Standard
Qantas;Boeing 717-200 (717);30-31;17;None;None;None;No;Standard
Qantas;Bombardier Q400 (DH4);31;17.0;None;None;None;No;Standard
Qantas;de Havilland Dash 8 (DH2);31-32;17.0;None;None;None;No;Standard
Qantas;de Havilland Dash 8 (DH3);31-32;17.0;None;None;None;No;Standard
Qantas;Boeing 717-200 (717) Two Class;31;18;Portable Device;None;None;No;Standard
Qantas;Boeing 747-400 (744) Three Class V2;31;17.5;On-Demand TV;None;None;No;Standard
Qatar Airways;Airbus A320 (320) V1;31;18;On-Demand TV;None;None;No;Standard
Qatar Airways;Airbus A320 (320) V2;31;18;On-Demand TV;None;None;Yes;Standard
Qatar Airways;Airbus A321 (321) V1;31;18;On-Demand TV;None;None;No;Standard
Qatar Airways;Airbus A321 (321) V2;31;18;On-Demand TV;None;None;No;Standard
Qatar Airways;Airbus A321 (321) V3;32;17;None;None;None;No;Standard
Qatar Airways;Airbus A319-133LR (319);32;17.5;On-Demand TV;None;None;No;Standard
Regional Express;SAAB 340B (SF3);30;18.5;None;None;None;No;Standard
Royal Air Maroc;ATR 72-600 (AT7);30;17;None;None;None;No;Standard
Royal Air Maroc;Boeing 737-800 (738);32;17;Overhead TV;None;None;No;Standard
Royal Air Maroc;Embraer E-190 (E90);32;17;None;None;None;No;Standard
Royal Air Maroc;Boeing 737-700 (73G);30-32;17;Overhead TV;None;None;No;Standard
Royal Brunei;Airbus A320 (320) V2;32;18;Overhead TV;None;None;No;Standard
Royal Brunei;Airbus A320 (320) V2;30;18;Overhead TV;None;None;No;Standard
Royal Brunei;Airbus A320 (320) V1;31-32;17.5;Overhead TV;None;None;No;Standard
Royal Jordanian;Airbus A321 (321);32;17.5;On-Demand TV;None;None;No;Standard
Royal Jordanian;Embraer ERJ-195 (E95);33;18.25;None;None;None;No;Standard
Royal Jordanian;Airbus A319 (319);32-33;17;On-Demand TV;None;None;No;Standard
Royal Jordanian;Embraer ERJ-175 (E75);31;18;None;None;None;No;Standard
Royal Jordanian;Airbus A320 (320);32;17.7;On-Demand TV;None;None;No;Standard
Ryanair;Boeing 737-800 (738);30;17;None;None;None;No;Standard
Ryanair;Boeing 737-800 (738);32-34;17;None;None;None;No;Standard
S7 Airlines;Airbus A321 (321);30-33;17-18;None;None;None;No;Standard
S7 Airlines;Boeing 737-800 (738);29-32;17-20;None;None;None;No;Standard
S7 Airlines;Airbus A320 (320);30-33;17-18;None;None;None;No;Standard
S7 Airlines;Airbus A319 (319);30-33;17-18;None;None;None;No;Standard
SAS;Airbus A320 (320);31-32;18;None;None;None;No;Standard
SAS;Airbus A320neo (320);30-31;18;None;None;None;No;Standard
SAS;Airbus A321 (321);31;18;None;None;None;No;Standard
SAS;Airbus A319 (319);31;18;Overhead TV;None;None;No;Standard
SAS;Boeing 737-600 (736) V2;31;17.3;None;None;None;No;Standard
SAS;Boeing 737-700 (737) V1;30-32;17.3;None;None;None;No;Standard
SAS;Boeing 737-700 (737) V2;31-33;17.3;None;None;None;No;Standard
SAS;Boeing 737-800 (738);30-32;17.3;None;None;None;Yes;Standard
SAS;Bombardier CRJ-900 (CR9);31;17;None;None;None;No;Standard
SAS;Boeing 737-600 (736) V1;31;17-18;None;None;None;No;Standard
Saudia;Airbus A320 (320) V1;32-33;17.8-18.3;Overhead TV;None;None;No;Standard
Saudia;Airbus A321 (321);32-33;17.8;Overhead TV;None;None;No;Standard
Saudia;Airbus A330-300 (333) V1;32;16.9-17.3;Overhead TV;None;None;Yes;Standard
Saudia;Boeing 747-400 (744);32;17.3-17.7;Overhead TV;None;None;No;Standard
Saudia;Embraer 170;32;18.3;None;None;None;No;Standard
Saudia;Airbus A320 (320) V2;32;17.8-18.3;Overhead TV;None;None;No;Standard
Scoot Airlines;Airlines 320 (320);28;18;None;All Seats;AC Power;Yes;Standard
Scoot Airlines;Airbus 319 (319);28;18;None;All Seats;AC Power;Yes;Standard
Shanghai Airlines;Airbus A330-200 (332);32-33;17.8;On-Demand TV;All Seats;AC Power;Yes;Standard
Shanghai Airlines;Boeing 737-700 (737);31;17;Overhead TV;None;None;Yes;Standard
Shanghai Airlines;Boeing 737-800 (738);31;17;Overhead TV;None;None;Yes;Standard
Silkair;Airbus A319 (319);31;18;Overhead TV;None;None;No;Standard
Silkair;Airbus A320 (320);31;18;Overhead TV;None;None;No;Standard
Silkair;Boeing 737 MAX 8 (7M8);30;17;None;None;None;Yes;Standard
Silkair;Boeing 737-800 (738);30;17;Overhead TV;All Seats;AC Power;No;Standard
Skylanes;Boeing 737-800 (738);32;17.2;Overhead TV;None;None;No;Standard
South African Airways;Airbus A319 (319);31-32;17;Overhead TV;None;None;No;Standard
South African Airways;Boeing 737-800 (738);31-32;17;Overhead TV;None;None;No;Standard
South African Airways;Airbus A320 (320);31-32;18;Overhead TV;All Seats;AC Power;No;Standard
Southwest;Boeing 737-700 (737);31;17;None;None;None;Yes;Standard
Southwest;Boeing 737 MAX 8 (7M8);32-33;17.8;None;None;None;Yes;Standard
SpiceJet;Bombardier Q400 (DH4);30;17;None;None;None;No;Standard
SpiceJet;Boeing 737-800 (738);29;17;None;None;None;No;Standard
SpiceJet;Boeing 737-900ER (739);29;17;None;None;None;No;Standard
Spirit;Airbus A321 (321) V2;28;17.75;None;None;None;No;Standard
Spirit;Airbus A320 (320) V1;36;20;None;None;None;No;Standard
Spirit;Airbus A320 (320) V2;28;17.75;None;None;None;No;Standard
Spirit;Airbus A321 (321) V1;36;20;None;None;None;No;Standard
Spirit;Airbus A321 (321) V1;28;17.75;None;None;None;No;Standard
Spirit;Airbus A321 (321) V2;36;20;None;None;None;No;Standard
Spirit;Airbus A320 (320) V2;36;20;None;None;None;No;Standard
Spirit;Airbus A320 (320) V1;28;17.75;None;None;None;No;Standard
Spirit;Airbus A319 (319);28;17.75;None;None;None;No;Standard
Spirit;Airbus A319 (319);36;20;None;None;None;No;Standard
Spring Airlines;Airbus A320-200 (320);28-30;17;None;None;None;No;Standard
Spring Japan;Boeing 737-800 (738);32-34;17;None;None;None;No;Standard
Spring Japan;Boeing 737-800 (738);29;17;None;None;None;No;Standard
SriLankan Airlines;Airbus A320neo (321);31-32;17;On-Demand TV;None;None;No;Standard
SriLankan Airlines;Airbus A321 (321);31-32;18;On-Demand TV;None;None;No;Standard
SriLankan Airlines;Airbus A321neo (321);31-32;18;On-Demand TV;None;None;No;Standard
SriLankan Airlines;Airbus A320-200 (320) V1;29-32;17;None;None;None;No;Standard
SriLankan Airlines;Airbus A320-200 (320) V2;31-32;17;On-Demand TV;None;None;No;Standard
Sun Country;Boeing 737-700 (73G);31-33;17;Portable Device;None;None;No;Standard
Sun Country;Boeing 737-800 (738);31-33;17;Portable Device;None;None;No;Standard
SWISS;Airbus A320 (320) V2;31;17;Overhead TV;None;None;No;Standard
SWISS;Airbus A321 (321) V1;31;17;Overhead TV;None;None;No;Standard
SWISS;Airbus A321 (321) V2;29-31;17;Overhead TV;None;None;No;Standard
SWISS;Bombardier CS100;30-32;18.5;None;None;None;No;Standard
SWISS;Bombardier CS300;31;17;None;None;None;No;Standard
SWISS;Airbus A320 (320) V1;31;17.0;Overhead TV;None;None;No;Standard
SWISS;Airbus A319 (319);31;17.0;Overhead TV;None;None;No;Standard
SWISS;Embraer 190 (E90);32;18;None;None;None;No;Standard
TACA;Airbus A320 (320);30-34;18.1;On-Demand TV;All Seats;AC Power;No;Standard
TACA;Airbus A321 (321);32-34;18.1;On-Demand TV;All Seats;AC Power;No;Standard
TACA;Embraer E-190;31-33;17-18.5;None;None;None;No;Standard
TACA;Airbus A319 (319);30-34;17.7;On-Demand TV;All Seats;AC Power;No;Standard
TAP Portugal;Airbus A319 (319) V2;30;18.0;Overhead TV;None;None;No;Standard
TAP Portugal;Airbus A319 (319) V1;28;18;Overhead TV;All Seats;AC Power;No;Standard
TAP Portugal;Airbus A321 (321);30;18;Overhead TV;None;None;No;Standard
TAP Portugal;Embraer E190 (E90);30;18;None;None;None;No;Standard
TAP Portugal;Airbus A320 (320);30;18;Overhead TV;All Seats;AC Power;No;Standard
THAI;Airbus A320 (320);28-31;18;None;None;None;No;Standard
THAI;Boeing 737-400 (734);32;17.2;Overhead TV;None;None;No;Standard
Thomas Cook Airlines;Boeing 757-200 (752);29-30;17;Overhead TV;None;None;No;Standard
Thomas Cook Airlines;Boeing 757-300 (753);29-30;17;None;None;None;No;Standard
Thomas Cook Airlines;Airbus A321-200 (321);28-30;17.6;Overhead TV;None;None;No;Standard
Thomson;Boeing 757-200 (752);33-34;17.2;None;None;None;No;Standard
Thomson;Boeing 737-800 (738);28;17.2;None;None;None;No;Standard
Thomson;Boeing 767-300ER (763) V1;33;18;Overhead TV;None;None;No;Standard
Thomson;Boeing 757-200 (752);28;17.2;None;None;None;No;Standard
tigerair Australia;Boeing 737-800 (738);33-38;17;Portable Device;None;None;No;Standard
tigerair Australia;Boeing 737-800 (738);31;17;Portable Device;None;None;No;Standard
tigerair Australia;Airbus A320 (320);38;18;None;None;None;No;Standard
tigerair Australia;Airbus A320 (320);29;18;None;None;None;No;Standard
tigerair Australia;Boeing 737-800 (738);38;17;Portable Device;None;None;No;Standard
Transavia Airlines;Boeing 737-800 (738);29-30;17;Overhead TV;None;None;No;Standard
Transavia Airlines;Boeing 737-700 (73G);29-30;17;Overhead TV;None;None;No;Standard
TUIfly;Boeing 737-800 (73H);30;18;None;None;None;No;Standard
Tunis Air;Airbus A319 (319) V2;31-33;18;None;None;None;No;Standard
Tunis Air;Airbus A319 (319) V1;31-33;18;None;None;None;No;Standard
Tunis Air;Boeing 737-600 (736);31;17;None;None;None;No;Standard
Tunis Air;Airbus A320 (320);31-33;18;None;None;None;No;Standard
Turkish Airlines;Airbus A319 (319);30;17.2;Overhead TV;None;None;No;Standard
Turkish Airlines;Airbus A321 (321) V1;29-32;17.2-17.8;Overhead TV;None;None;No;Standard
Turkish Airlines;Airbus A321 (321) V2;29-32;17.2;On-Demand TV;None;None;No;Standard
Turkish Airlines;Boeing 737-700 (737) One Class;30-31;17.0;None;None;None;No;Standard
Turkish Airlines;Boeing 737-700 (737) Two Class;30-31;17.0;None;None;None;No;Standard
Turkish Airlines;Boeing 737-800 (738) V1;30-31;16-17;On-Demand TV;None;None;No;Standard
Turkish Airlines;Airbus A320 (320);30-31;17.8;Overhead TV;None;None;No;Standard
Turkish Airlines;Boeing 737-800 (738) V3;30-31;17;On-Demand TV;None;None;No;Standard
Turkish Airlines;Boeing 737-900ER (739) V1;30-31;17.0;On-Demand TV;None;None;No;Standard
Turkish Airlines;Boeing 737-900ER (739) V2;30-31;17;On-Demand TV;None;None;No;Standard
Turkish Airlines;Boeing 737-800 (738) V2;30-31;16-17;Overhead TV;None;None;No;Standard
Ukraine International;Boeing 737-800 (738);30-31;16-17;None;None;None;No;Standard
Ukraine International;Embraer E-190 (E90) V1;29;18;None;None;None;No;Standard
Ukraine International;Embraer E-190 (E90) V2;29;18;None;None;None;No;Standard
United;Airbus A319 (319);34;17.7;None;All Seats;AC Power;Yes;Standard
United;Airbus A319 (319);30;17.7;None;None;None;Yes;Standard
United;Airbus A320 (320);35;17.7;None;All Seats;AC Power;Yes;Standard
United;Airbus A320 (320);30;17.7;None;None;None;Yes;Standard
United;Boeing 737 MAX 9;31;18.0;None;Some Seats;AC Power;Yes;Standard
United;Boeing 737-700 (737) Domestic;36;17.2;On-Demand TV;All Seats;AC Power;Yes;Standard
United;Boeing 737-700 (737) Domestic;31;17.2;On-Demand TV;None;None;Yes;Standard
United;Boeing 737-700 (737) Micronesia;35;17.2;Overhead TV;None;AC Power;Yes;Standard
United;Boeing 737-700 (737) Micronesia;31;17.2;Overhead TV;None;None;Yes;Standard
United;Boeing 737-700 (737) V3;34-38;17.1;On-Demand TV;All Seats;AC Power;Yes;Standard
United;Boeing 737-700 (737) V3;30;17.1;On-Demand TV;All Seats;AC Power;Yes;Standard
United;Boeing 737-700 (737) V3;30;17.1;On-Demand TV;None;None;Yes;Standard
United;Boeing 737-800 (738) V1;37;17.3;On-Demand TV;All Seats;AC Power;Yes;Standard
United;Boeing 737-800 (738) V1;31;17.3;On-Demand TV;None;None;Yes;Standard
United;Boeing 737-800 (738) V2;30;17.3;Satellite TV;None;None;Yes;Standard
United;Boeing 737-800 (738) V2;34;17.3;Satellite TV;All Seats;AC Power;Yes;Standard
United;Boeing 737-800 (738) V3;30;17.3;Satellite TV;None;None;Yes;Standard
United;Boeing 737-800 (738) V3;34;17.3;Satellite TV;All Seats;AC Power;Yes;Standard
United;Boeing 737-800 (738) V4;34;17.3;Seatback TV;None;AC Power;No;Standard
United;Boeing 737-800 (738) V4;30;16.3-17.3;Seatback TV;None;AC Power;No;Standard
United;Boeing 737-800 (738) V4;30;16.3-17.3;Seatback TV;None;None;No;Standard
United;Boeing 737-900 (739) V1/V2;35;17.3;On-Demand TV;All Seats;AC Power;Yes;Standard
United;Boeing 737-900 (739) V1/V2;31;17.3;On-Demand TV;None;None;Yes;Standard
United;Boeing 737-900 (739) V3;34;17.3;None;Some Seats;AC Power;Yes;Standard
United;Boeing 737-900 (739) V3;30-31;17.3;None;Some Seats;AC Power;Yes;Standard
United;Boeing 737-900 (739) V4;34;17;On-Demand TV;All Seats;AC Power;Yes;Standard
United;Boeing 737-900 (739) V4;30-31;16-17;On-Demand TV;All Seats;AC Power;Yes;Standard
United;Boeing 757-300 (753) V1/V2;31;17.2;On-Demand TV;Some Seats;AC Power;Yes;Standard
United;Boeing 757-300 (753) V1/V2;35;17.2;On-Demand TV;All Seats;AC Power;Yes;Standard
United;Bombardier CRJ-200 V1;31;17.0;None;None;None;No;Standard
United;Bombardier CRJ-200 V1;34;17.0;None;None;None;No;Standard
United;Bombardier CRJ-200 V2;31;17.0;None;None;None;No;Standard
United;Bombardier CRJ-200 V2;34;17.0;None;None;None;No;Standard
United;Bombardier CRJ-700 V1;34;17.0;None;None;None;No;Standard
United;Bombardier CRJ-700 V1;31;17.0;None;None;None;No;Standard
United;Bombardier CRJ-700 V2;34;17.1;None;None;None;No;Standard
United;Bombardier CRJ-700 V2;30;17.1;None;None;None;No;Standard
United;Bombardier CRJ-700 V3;34;17;None;None;None;No;Standard
United;Bombardier CRJ-700 V3;31;17;None;None;None;No;Standard
United;Bombardier Q200;31;17.3;None;None;None;No;Standard
United;Bombardier Q300;31;19.0;None;None;None;No;Standard
United;Bombardier Q400 V1;34;17;None;None;None;No;Standard
United;Bombardier Q400 V1;30;17;None;None;None;No;Standard
United;Bombardier Q400 V2;35;17.0;None;None;None;No;Standard
United;Bombardier Q400 V2;32;17.0;None;None;None;No;Standard
United;Embraer EMB 170;34;18.2;None;None;None;Yes;Standard
United;Embraer EMB 170;31;18.2;None;None;None;Yes;Standard
United;Embraer EMB 175;34;18;None;None;None;Yes;Standard
United;Embraer EMB 175;31;18;None;None;None;Yes;Standard
United;Embraer EMB-120 V1;31;17;None;None;None;No;Standard
United;Embraer EMB-120 V2;31;17;None;None;None;No;Standard
United;Embraer ERJ-135;34;17.3;None;None;None;No;Standard
United;Embraer ERJ-135;31;17.3;None;None;None;No;Standard
United;Embraer ERJ-145 V1;31;17.3;None;None;None;No;Standard
United;Embraer ERJ-145 V1;34;17.3;None;None;None;No;Standard
United;Embraer ERJ-145 V2;31;17.3;None;None;None;No;Standard
United;Embraer ERJ-145 V2;34;17.3;None;None;None;No;Standard
United;Saab 340B;30;17.0;None;None;None;No;Standard
UTair Aviation;ATR 72-500 (AT7);31;17;None;None;None;No;Standard
UTair Aviation;Boeing 737-400 (734);31;17;None;None;None;No;Standard
UTair Aviation;Boeing 737-800 (738) V1;31;17;None;None;None;No;Standard
UTair Aviation;Boeing 737-800 (738) V2;31;17;None;None;None;No;Standard
UTair Aviation;Boeing 737-500 (735);31;17;None;None;None;No;Standard
Vanilla Air;Airbus A320 (320) V2;32;17.3;None;None;None;No;Standard
Vietnam Airlines;Airbus A321-200 (321) V1;32;18;Overhead TV;None;None;No;Standard
Vietnam Airlines;Airbus A321-200 (321) V3;32;18;Overhead TV;None;None;No;Standard
Vietnam Airlines;ATR 72-500 (AT7);31;17;None;None;None;No;Standard
Vietnam Airlines;Airbus A321-200 (321) V2;32;18;Overhead TV;None;None;No;Standard
Virgin America;Airbus A319 (319);32;17.7;On-Demand TV;All Seats;AC Power;Yes;Standard
Virgin America;Airbus A320 (320);38;17.7;On-Demand TV;All Seats;AC Power;Yes;Standard
Virgin America;Airbus A320 (320);32;17.7;On-Demand TV;All Seats;AC Power;Yes;Standard
Virgin America;Airbus A321 (321);38;17.7;On-Demand TV;All Seats;AC Power;Yes;Standard
Virgin America;Airbus A321 (321);32;17.7;On-Demand TV;All Seats;AC Power;Yes;Standard
Virgin America;Airbus A319 (319);38;17.7;On-Demand TV;All Seats;AC Power;Yes;Standard
Virgin Australia;Fokker F-100;34;17.4;None;None;None;No;Standard
Virgin Australia;Airbus A320 (320);31;17.8;None;None;None;No;Standard
Virgin Australia;Boeing 737-700 (737);30;17;Portable Device;None;None;No;Standard
Virgin Australia;Boeing 737-700 (737);31;17;Portable Device;None;None;No;Standard
Virgin Australia;Fokker F-100;34;17.4;None;None;None;No;Standard
Virgin Australia;Boeing 737-700 (737);31;17;Portable Device;None;None;No;Standard
Virgin Australia;ATR 72-500;30-31;17.0;None;None;None;No;Standard
Vistara;Airbus A320ceo & neo (320);33;18;None;None;None;No;Standard
Vistara;Airbus A320ceo & neo (320);30-32;18;None;None;None;No;Standard
Viva Aerobus;Airbus A320-200 (320);29;17.3;None;None;None;No;Standard
Viva Aerobus;Airbus A320neo (320);29;17.3;None;None;None;No;Standard
Volaris;Airbus A319 (319);30-32;18;None;All Seats;AC Power;No;Standard
Volaris;Airbus A320 (320);30-32;18;None;None;None;No;Standard
Volaris;Airbus A321 (321);30-32;18;None;None;None;No;Standard
Vueling Airlines;Airbus A319 (319);30;17.9;None;None;None;No;Standard
Vueling Airlines;Airbus A321 (321);29;17.7;None;None;None;No;Standard
Vueling Airlines;Airbus A320 (320);29;17.7;None;None;None;No;Standard
WestJet;Boeing 737 MAX 8 (7M8);34;17.0;Portable Device;None;None;Yes;Standard
WestJet;Boeing 737 MAX 8 (7M8);31-34;17.0;Portable Device;None;None;Yes;Standard
WestJet;Boeing 737-600 (736);36;17;On-Demand TV;Some Seats;AC Power;Yes;Standard
WestJet;Boeing 737-600 (736);31-33;17;On-Demand TV;Some Seats;AC Power;Yes;Standard
WestJet;Boeing 737-700 (737);36;17;On-Demand TV;Some Seats;AC Power;Yes;Standard
WestJet;Boeing 737-700 (737);31-33;17;On-Demand TV;Some Seats;AC Power;Yes;Standard
WestJet;Boeing 737-800 (738);36;17;On-Demand TV;All Seats;AC Power;Yes;Standard
WestJet;Boeing 737-800 (738);31-33;17;On-Demand TV;All Seats;AC Power;Yes;Standard
WestJet;Bombardier Q400;31;17;None;None;None;No;Standard
WestJet;Bombardier Q400;30;17;None;None;None;No;Standard
Wizzair;Airbus A320 (320);30-32;18;None;None;None;No;Standard
Wizzair;Airbus A321 (321);30-32;18;None;None;None;No;Standard
WOW air;Airbus A320 (320);29-35;17;None;All Seats;AC Power;No;Standard
WOW air;Airbus A320neo (320);35-37;17;None;All Seats;AC Power;No;Standard
WOW air;Airbus A320neo (320);29-31;17;None;All Seats;AC Power;No;Standard
WOW air;Airbus A320neo (320);32-33;17;None;All Seats;AC Power;No;Standard
WOW air;Airbus A321 (321) V1;30-31;17;None;All Seats;AC Power;No;Standard
WOW air;Airbus A321 (321) V2;30-31;17;None;All Seats;AC Power;No;Standard
Xiamen Airlines;Boeing 737-700 (73G);30;17;Overhead TV;None;None;No;Standard
Xiamen Airlines;Boeing 737-800 (738) One Class;30;17;Overhead TV;None;None;No;Standard
Xiamen Airlines;Boeing 737-800 (738) V2;31;17;Overhead TV;None;None;No;Standard
Xiamen Airlines;Boeing 737-800 (738) V3;31;17;Overhead TV;None;None;No;Standard
